,spy,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2018-02-12,273.1099853515625,43.10749816894531,183.5500030517578,96.79000091552734,355.0400085449219,156.2899932861328,112.86000061035156,44.33000183105469,112.13999938964844,106.52999877929688,,267.6199951171875,186.97000122070312,147.62994384765625,149.31166076660156,45.560001373291016,133.14999389648438,114.68000030517578,44.97999954223633,157.7899932861328,236.6699981689453,53.711830139160156,92.0,68.30000305175781,82.5999984741211,141.16000366210938,229.3699951171875,121.8499984741211,50.150001525878906,70.91999816894531,104.77999877929688
2018-02-19,274.7099914550781,43.875,186.6699981689453,98.80000305175781,356.6600036621094,162.41000366210938,114.95999908447266,44.0,112.58999633789062,107.25,,266.7699890136719,188.35000610351562,148.67465209960938,148.68069458007812,47.72999954223633,132.02000427246094,117.30999755859375,44.040000915527344,163.05999755859375,237.02000427246094,52.356868743896484,94.05999755859375,68.16000366210938,81.05000305175781,139.74000549316406,230.16000366210938,122.93000030517578,48.290000915527344,70.36000061035156,92.88999938964844
2018-02-26,269.0799865722656,44.0525016784668,185.0800018310547,95.5999984741211,344.6700134277344,146.3800048828125,121.91999816894531,44.060001373291016,111.63999938964844,102.98999786376953,,258.1199951171875,178.4600067138672,141.98468017578125,147.69598388671875,48.97999954223633,128.82000732421875,113.31999969482422,43.720001220703125,148.27000427246094,230.3699951171875,51.8702278137207,93.05000305175781,65.88999938964844,79.5,137.8800048828125,225.19000244140625,120.7699966430664,48.2599983215332,70.58000183105469,88.7699966430664
2018-03-05,278.8699951171875,44.994998931884766,191.10000610351562,99.05000305175781,354.5199890136719,158.25,127.41000366210938,45.369998931884766,117.22000122070312,104.7300033569336,,270.7699890136719,182.16000366210938,147.80245971679688,152.30401611328125,52.189998626708984,133.8000030517578,118.04000091552734,44.81999969482422,157.24000549316406,241.35000610351562,52.614505767822266,96.54000091552734,66.30000305175781,80.29000091552734,142.3000030517578,225.42999267578125,124.51000213623047,49.0099983215332,70.5999984741211,88.72000122070312
2018-03-12,274.20001220703125,44.505001068115234,188.24000549316406,95.61000061035156,330.4700012207031,156.4600067138672,125.97000122070312,45.0099983215332,115.4000015258789,102.87000274658203,,267.6000061035156,178.9600067138672,145.4734344482422,153.2122344970703,51.16999816894531,133.67999267578125,115.44000244140625,43.459999084472656,162.36000061035156,237.22000122070312,53.1202278137207,94.5999984741211,65.91000366210938,78.97000122070312,141.32000732421875,227.86000061035156,124.52999877929688,48.560001373291016,67.56999969482422,89.16999816894531
2018-03-19,258.04998779296875,41.23500061035156,169.42999267578125,90.44999694824219,321.0,144.2899932861328,114.43000030517578,42.41999816894531,112.9800033569336,98.54000091552734,,245.25999450683594,171.8000030517578,137.3266143798828,142.34225463867188,49.36000061035156,125.0999984741211,107.01000213623047,42.33000183105469,154.97999572753906,215.36000061035156,50.963741302490234,87.18000030517578,64.62999725341797,75.91000366210938,134.89999389648438,212.5500030517578,117.0,46.290000915527344,65.43000030517578,85.41999816894531
2018-03-26,263.1499938964844,41.94499969482422,170.47999572753906,93.27999877929688,327.8800048828125,147.3800048828125,116.30000305175781,42.88999938964844,114.04000091552734,100.44000244140625,,251.86000061035156,178.24000549316406,138.50550842285156,146.68260192871094,52.08000183105469,128.14999389648438,109.97000122070312,43.43000030517578,156.3800048828125,219.52000427246094,51.975189208984375,91.2699966430664,66.44000244140625,79.27999877929688,138.86000061035156,214.0,119.62000274658203,47.81999969482422,65.47000122070312,88.97000122070312
2018-04-02,259.7200012207031,42.095001220703125,168.13999938964844,91.91000366210938,326.1199951171875,142.99000549316406,116.0999984741211,40.72999954223633,114.76000213623047,100.3499984741211,,249.97000122070312,174.4499969482422,136.80905151367188,143.94837951660156,48.790000915527344,128.10000610351562,109.08999633789062,43.91999816894531,161.25,212.25,50.91603088378906,90.2300033569336,67.55000305175781,78.43000030517578,137.25,223.9600067138672,117.69999694824219,47.47999954223633,63.470001220703125,86.69000244140625
2018-04-09,265.1499938964844,43.682498931884766,171.47999572753906,93.02999877929688,329.2799987792969,150.22999572753906,119.01000213623047,43.0,119.91999816894531,100.3499984741211,,255.9199981689453,172.8000030517578,140.04861450195312,149.818359375,51.86000061035156,130.6199951171875,110.30000305175781,44.5099983215332,161.72999572753906,215.52000427246094,54.5515251159668,93.08000183105469,67.25,78.37000274658203,136.2899932861328,224.27999877929688,120.75,47.65999984741211,63.81999969482422,86.0199966430664
2018-04-16,266.6099853515625,41.43000030517578,171.55999755859375,100.79000091552734,338.6700134277344,153.25,122.81999969482422,44.09000015258789,122.30999755859375,100.23999786376953,,251.9600067138672,177.00999450683594,144.31370544433594,138.52772521972656,51.529998779296875,126.66000366210938,111.47000122070312,43.7400016784668,158.77000427246094,217.75,56.135494232177734,95.0,66.08999633789062,73.80000305175781,136.83999633789062,235.05999755859375,124.19999694824219,47.900001525878906,63.91999816894531,86.9800033569336
2018-04-23,266.55999755859375,40.58000183105469,177.4600067138672,99.61000061035156,340.8800048828125,144.72000122070312,120.22000122070312,44.709999084472656,126.62000274658203,99.2300033569336,,239.8000030517578,186.4600067138672,140.824951171875,140.03823852539062,52.72999954223633,128.27000427246094,109.4000015258789,43.310001373291016,158.3000030517578,196.1199951171875,56.74618148803711,95.81999969482422,69.55999755859375,72.80999755859375,133.19000244140625,240.17999267578125,126.01000213623047,51.56999969482422,67.11000061035156,87.29000091552734
2018-04-30,266.0199890136719,45.95750045776367,167.97999572753906,98.3499984741211,334.42999267578125,146.3699951171875,125.12000274658203,45.29999923706055,125.52999877929688,101.1500015258789,,234.94000244140625,185.02999877929688,137.91127014160156,137.58126831054688,52.779998779296875,124.19000244140625,108.43000030517578,42.36000061035156,165.02999877929688,199.36000061035156,55.10496139526367,95.16000366210938,68.0999984741211,72.43000030517578,129.7100067138672,235.89999389648438,128.16000366210938,48.189998626708984,63.810001373291016,87.52999877929688
2018-05-07,272.8500061035156,47.147499084472656,173.88999938964844,101.41999816894531,342.4599914550781,154.86000061035156,130.6300048828125,45.93000030517578,129.83999633789062,102.06999969482422,,242.9199981689453,190.30999755859375,141.23709106445312,137.8011474609375,54.66999816894531,127.23999786376953,113.86000061035156,42.13999938964844,165.38999938964844,205.16000366210938,56.95610809326172,97.69999694824219,68.43000030517578,73.37000274658203,131.25,238.27999877929688,131.82000732421875,48.619998931884766,64.08999633789062,83.37999725341797
2018-05-14,271.3299865722656,46.57749938964844,176.3000030517578,100.98999786376953,351.2300109863281,155.7100067138672,126.95999908447266,43.209999084472656,127.86000061035156,103.93000030517578,,237.0,187.4199981689453,142.17637634277344,137.74378967285156,53.5,124.23999786376953,111.12999725341797,42.18000030517578,160.97999572753906,198.9600067138672,56.431297302246094,96.36000061035156,71.31999969482422,73.44999694824219,129.85000610351562,244.63999938964844,129.92999267578125,47.7400016784668,64.33999633789062,83.63999938964844
2018-05-21,272.1499938964844,47.14500045776367,178.24000549316406,101.0999984741211,360.0899963378906,155.85000610351562,127.95999908447266,43.2599983215332,122.19000244140625,102.19999694824219,,235.00999450683594,186.85000610351562,144.3999786376953,137.32313537597656,55.439998626708984,121.47000122070312,110.66000366210938,42.400001525878906,163.2100067138672,199.02999877929688,56.38358688354492,98.36000061035156,72.25,74.30999755859375,131.02999877929688,244.9499969482422,131.27999877929688,48.52000045776367,63.529998779296875,82.45999908447266
2018-05-28,273.6000061035156,47.560001373291016,183.57000732421875,98.25,356.7200012207031,153.52000427246094,130.52000427246094,43.65999984741211,123.8499984741211,99.36000061035156,,228.35000610351562,187.35000610351562,143.85365295410156,135.70745849609375,57.08000183105469,121.26000213623047,108.4000015258789,43.119998931884766,159.16000366210938,199.58999633789062,57.786258697509766,100.79000091552734,72.76000213623047,73.44999694824219,129.2899932861328,243.35000610351562,130.85000610351562,47.810001373291016,62.86000061035156,82.98999786376953
2018-06-04,278.19000244140625,47.92499923706055,184.3000030517578,101.0,369.5,155.32000732421875,133.52999877929688,43.47999954223633,126.44000244140625,103.9800033569336,,233.38999938964844,198.3300018310547,145.55010986328125,139.71319580078125,55.04999923706055,124.05999755859375,111.11000061035156,43.95000076293945,168.91000366210938,206.58999633789062,59.713741302490234,101.62999725341797,74.9000015258789,77.18000030517578,131.32000732421875,250.67999267578125,134.74000549316406,49.18000030517578,63.400001525878906,84.36000061035156
2018-06-11,277.1300048828125,47.209999084472656,185.00999450683594,98.5199966430664,357.8800048828125,150.02000427246094,138.41000366210938,44.25,124.04000091552734,108.8499984741211,,231.9199981689453,200.5399932861328,143.9878387451172,138.9961700439453,55.11000061035156,122.61000061035156,107.9000015258789,44.119998931884766,166.4600067138672,204.97000122070312,59.18893051147461,100.12999725341797,75.83999633789062,77.37999725341797,129.3699951171875,255.97999572753906,135.10000610351562,48.060001373291016,65.80000305175781,83.69999694824219
2018-06-18,274.739990234375,46.22999954223633,185.14999389648438,97.2300033569336,338.9100036621094,139.94000244140625,135.00999450683594,43.20000076293945,125.0999984741211,106.33999633789062,,226.02000427246094,197.41000366210938,138.01669311523438,135.06692504882812,52.5,122.83999633789062,105.75,43.25,164.5500030517578,196.5,58.654579162597656,100.41000366210938,73.43000030517578,77.43000030517578,124.41000366210938,254.3699951171875,135.3300018310547,49.7599983215332,67.61000061035156,84.81999969482422
2018-06-25,271.2799987792969,46.27750015258789,184.58999633789062,98.0,335.510009765625,135.6699981689453,136.39999389648438,43.029998779296875,126.43000030517578,104.80999755859375,,220.57000732421875,195.10000610351562,138.0646209716797,133.55641174316406,49.709999084472656,121.33999633789062,104.19999694824219,43.86000061035156,156.69000244140625,196.72000122070312,57.91984558105469,98.61000061035156,79.68000030517578,78.05999755859375,122.33999633789062,245.33999633789062,132.4499969482422,50.310001373291016,60.02000045776367,85.6500015258789
2018-07-02,275.4200134277344,46.99250030517578,191.00999450683594,98.5199966430664,334.6400146484375,135.41000366210938,141.39999389648438,42.709999084472656,124.13999938964844,104.77999877929688,,221.7899932861328,194.47999572753906,139.6652374267578,136.21414184570312,51.369998931884766,125.75,104.05999755859375,44.63999938964844,159.4199981689453,197.4600067138672,59.35114669799805,101.16000366210938,76.4800033569336,79.30999755859375,123.18000030517578,250.75999450683594,134.08999633789062,51.47999954223633,63.29999923706055,84.51000213623047
2018-07-09,279.5899963378906,47.83250045776367,195.91000366210938,100.5,350.7900085449219,140.75,147.61000061035156,41.779998779296875,124.04000091552734,110.0,,226.41000366210938,198.69000244140625,141.37127685546875,139.48374938964844,52.220001220703125,125.93000030517578,106.36000061035156,44.7400016784668,158.50999450683594,201.17999267578125,60.00954055786133,105.43000030517578,77.37999725341797,79.30999755859375,126.62999725341797,258.70001220703125,139.4199981689453,51.40999984741211,65.16999816894531,87.69999694824219
2018-07-16,279.67999267578125,47.86000061035156,190.49000549316406,100.1500015258789,354.8999938964844,136.82000732421875,146.8699951171875,42.0099983215332,122.2699966430664,111.4800033569336,,231.69000244140625,202.4499969482422,146.76734924316406,139.91395568847656,51.90999984741211,125.8499984741211,111.27999877929688,45.279998779296875,157.97000122070312,201.9499969482422,59.656490325927734,106.2699966430664,76.95999908447266,78.68000030517578,125.19999694824219,252.6999969482422,140.99000549316406,50.619998931884766,64.9800033569336,88.05999755859375
2018-07-23,281.4200134277344,47.744998931884766,192.44000244140625,103.8499984741211,360.6499938964844,142.55999755859375,143.91000366210938,42.56999969482422,125.97000122070312,112.62000274658203,,237.63999938964844,197.13999938964844,152.7193145751953,138.7667236328125,47.68000030517578,131.5500030517578,116.02999877929688,46.209999084472656,157.47999572753906,207.4199981689453,60.582061767578125,107.68000030517578,76.88999938964844,80.58000183105469,130.72999572753906,255.9499969482422,140.7100067138672,52.0099983215332,68.63999938964844,88.12999725341797
2018-07-30,283.6000061035156,51.997501373291016,197.99000549316406,100.79000091552734,348.44000244140625,138.50999450683594,141.0399932861328,42.83000183105469,124.05000305175781,114.08999633789062,,234.08999633789062,195.63999938964844,148.5979766845703,141.20458984375,49.630001068115234,131.9499969482422,117.08999633789062,46.619998931884766,156.2100067138672,207.2899932861328,62.91030502319336,108.04000091552734,78.73999786376953,82.33000183105469,129.6999969482422,257.2200012207031,139.82000732421875,52.27000045776367,67.22000122070312,89.5999984741211
